CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
1.7,881.0,831.0,330.0,911.0,116.0,1074.0,793.0,13.4,37.1,0.5683,6.4
0.7,878.0,684.0,26.0,947.0,37.0,1475.0,588.0,26.1,50.8,1.6917,3.5
2.1,1121.0,1026.0,122.0,865.0,96.0,1541.0,958.0,21.5,27.4,0.6941,11.3
3.84,1499.0,1247.0,219.8,647.0,109.6,1972.0,1505.0,15.3,56.7,0.9773,18.2
4.6,1568.0,1280.0,741.0,479.0,174.0,1703.0,1774.0,16.3,68.7,1.2596,19.4
0.5,853.0,557.0,24.0,1215.0,31.0,1435.0,454.0,24.9,54.8,1.7063,1.7
1.1,870.0,749.0,64.0,1096.0,74.0,1487.0,612.0,22.2,44.1,1.1654,4.7
1.1,1082.0,720.0,144.0,697.0,76.0,1297.0,960.0,15.6,67.7,1.1911,4.2
0.6200000000000001,804.0,546.0,81.0,1194.0,67.0,796.0,400.0,3.9,50.6,0.4127,1.5
0.1,771.0,626.0,34.0,1502.0,41.0,1210.0,430.0,29.1,19.6,0.7771,2.6
4.9,1413.0,1251.0,646.0,478.0,240.0,1504.0,1682.0,16.1,38.7,0.7023,18.4
0.6,840.0,534.0,47.0,1268.0,38.0,1109.0,483.0,13.6,75.5,1.172,1.4
1.8,1267.0,883.0,103.0,953.0,82.0,1617.0,906.0,19.4,46.1,1.0249,7.6
2.6,1029.0,1105.0,203.0,737.0,128.0,1666.0,1195.0,26.0,28.5,0.9484,13.6
1.5,1221.0,1061.0,163.0,619.0,76.0,1615.0,1178.0,24.6,52.2,1.5951,12.3
1.5,989.0,990.0,113.0,822.0,138.0,1577.0,705.0,33.2,20.4,1.0195,10.3
0.8,916.0,748.0,40.0,878.0,49.0,1559.0,742.0,23.7,54.6,1.5823,4.7
1.9,1033.0,1011.0,89.0,681.0,93.0,1768.0,875.0,26.3,51.3,1.7251,10.9
1.6,1037.0,898.0,152.0,793.0,87.0,1539.0,836.0,22.2,64.9,1.719,8.0
1.7,1081.0,938.0,181.0,697.0,62.0,1517.0,1273.0,18.4,71.5,1.5038,9.0
6.279999999999999,1640.0,1503.0,780.0,431.0,163.8,2094.0,1894.0,24.7,56.9,1.7472,28.0
2.7,1065.0,1198.0,169.0,766.0,137.0,1852.0,1043.0,35.3,18.8,1.0572,16.6
3.3,1066.0,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.3,35.5,0.833,10.7
2.1,926.0,882.0,142.0,744.0,111.0,913.0,700.0,11.8,36.2,0.4999,7.6
1.2,1053.0,701.0,68.0,1147.0,81.0,1323.0,692.0,15.1,44.6,0.7574,3.8
1.2,1008.0,866.0,58.0,937.0,68.0,1573.0,695.0,36.0,20.5,1.1995,7.2
2.9,1260.0,1224.0,412.0,571.0,113.0,1731.0,1301.0,21.4,55.6,1.4015,17.5
8.4,1669.0,1686.0,1074.0,384.0,181.0,2066.0,1961.0,10.1,79.3,0.9795,36.0
1.9,1103.0,1060.0,126.0,770.0,118.0,1748.0,940.0,37.5,21.5,1.3673,12.3
1.0,1136.0,672.0,62.0,1453.0,76.0,1333.0,730.0,10.7,60.0,0.7702,3.3
0.7,799.0,709.0,48.0,1078.0,68.0,1332.0,462.0,35.2,20.5,1.1418,4.0
5.4,1473.0,1245.0,907.0,476.0,228.0,1539.0,1519.0,4.9,82.4,0.7201,18.2
1.3,1036.0,850.0,147.0,760.0,62.8,1411.0,1001.0,21.7,60.2,1.5442,6.8
4.2,1435.0,1387.0,664.0,544.0,86.0,2140.0,1467.0,19.9,74.3,1.7083,23.4
1.1,936.0,849.0,127.0,798.0,56.0,1381.0,947.0,20.4,61.1,1.4495,6.8
1.3,1021.0,755.0,207.0,807.0,143.0,980.0,763.0,8.9,46.1,0.5256,4.8
0.3,777.0,609.0,35.0,1170.0,45.6,1405.0,644.0,21.7,47.3,1.2135,2.4
1.3399999999999999,949.0,841.0,88.0,1155.0,86.4,1393.0,954.0,18.6,39.3,0.8355,6.6
6.1,1653.0,1573.0,723.0,345.0,174.0,2147.0,1920.0,14.7,59.8,0.9928,31.0
0.5,797.0,654.0,38.0,1097.0,51.0,1450.0,720.0,20.8,49.4,1.1994,3.0
2.0,1119.0,979.0,131.0,873.0,100.2,1593.0,1170.0,17.2,47.9,0.9334,10.0
2.6,1093.0,1098.0,613.0,782.0,167.0,1221.0,1173.0,5.1,40.8,0.3603,13.4
0.6,833.0,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476,1.6
2.7800000000000002,1138.0,1152.0,164.0,798.0,93.0,1877.0,1947.0,27.3,34.3,1.2284,15.1
1.1,903.0,805.0,49.0,886.0,64.0,1361.0,581.0,33.4,22.5,1.1398,5.8
2.8,987.0,723.0,185.0,863.0,126.0,974.0,684.0,6.4,61.7,0.5956,4.2
2.8,1144.0,1091.0,436.0,671.0,171.0,1295.0,1388.0,11.8,44.3,0.6121,13.2
1.6,1124.0,805.0,240.0,726.0,128.0,1233.0,938.0,15.6,54.0,0.9515,5.9
0.5,826.0,612.0,45.6,1111.0,41.0,1304.0,605.0,19.8,65.3,1.4894,2.4
1.1,1034.0,715.0,131.0,801.0,98.0,1067.0,1051.0,6.1,72.1,0.6847,4.1
1.0399999999999998,924.0,814.0,63.0,830.0,61.2,1519.0,798.0,25.2,47.4,1.4978,6.0
0.3,1057.0,641.0,170.0,803.0,110.0,1103.0,616.0,17.2,46.2,0.8989,2.8
0.3,920.0,730.0,43.0,944.0,55.0,1393.0,842.0,26.8,32.3,1.1235,4.3
1.6,1020.0,871.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,7.3
1.5,977.0,973.0,99.0,865.0,94.0,1550.0,712.0,36.3,16.0,0.9465,9.9
1.4,1070.0,850.0,94.0,997.0,91.0,1502.0,778.0,24.8,29.5,0.9077,6.8
3.2,1371.0,1384.0,219.0,545.0,119.0,2082.0,1745.0,28.5,32.5,1.2441,23.2
1.7,1014.0,843.0,279.0,791.0,116.0,1297.0,866.0,16.9,56.5,1.0801,6.7
1.0,1055.0,795.0,103.0,807.0,51.0,1494.0,834.0,24.1,59.0,1.7449,5.6
2.1,1033.0,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,0.7093,8.9
1.5,1024.0,705.0,199.0,876.0,114.0,1168.0,807.0,11.5,74.2,1.0063,3.9
1.1,815.0,743.0,54.0,1183.0,21.0,1095.0,536.0,22.1,24.8,0.6514,4.6
3.6,1277.0,1388.0,254.0,611.0,100.0,2241.0,1513.0,20.2,54.5,1.2777,23.4
2.5,1141.0,940.0,399.0,651.0,231.0,1099.0,1285.0,2.1,59.9,0.4338,9.0
1.4400000000000002,942.0,871.0,210.0,832.0,90.2,1314.0,765.0,17.9,46.5,0.9474,7.3
4.2,1388.0,1418.0,287.0,568.0,226.0,2250.0,1913.0,38.8,24.2,1.6433,24.5
2.2,911.0,777.0,310.0,913.0,159.0,796.0,852.0,0.8,36.3,0.2388,5.3
2.2,1009.0,1034.0,110.0,806.0,109.0,1763.0,925.0,25.3,39.4,1.2524,11.5
1.8,1241.0,1011.0,98.0,781.0,90.0,1748.0,1070.0,22.3,45.4,1.2088,10.9
2.8200000000000003,1415.0,1089.0,175.4,767.0,117.6,1795.0,1192.0,13.4,62.5,0.9582,13.2
5.5,1372.0,1477.0,799.0,542.0,132.0,1973.0,1556.0,15.0,57.7,0.9778,26.9
1.42,932.0,817.0,274.2,883.0,141.4,942.0,854.0,9.8,34.0,0.4112,6.1
1.0,970.0,621.0,42.0,1400.0,58.0,1249.0,479.0,11.0,58.4,0.7686,2.5
2.1,1055.0,899.0,416.0,731.0,220.0,1017.0,1035.0,6.5,39.5,0.3865,8.0
0.3,932.0,645.0,142.0,916.0,105.0,882.0,1006.0,1.2,63.7,0.4327,2.9
1.2799999999999998,968.0,805.0,67.4,875.0,82.2,1391.0,649.0,36.1,21.3,1.2502,5.9
2.0,1182.0,929.0,269.0,648.0,145.0,1324.0,1029.0,16.1,52.8,0.9579,8.7
3.8,1374.0,1255.0,733.0,504.0,215.0,1375.0,1855.0,8.3,43.5,0.4774,18.5
1.5,1007.0,809.0,81.0,876.0,93.0,1611.0,770.0,26.6,47.2,1.616,5.9
4.6,1808.0,1312.0,261.0,753.0,157.0,1993.0,1698.0,18.4,41.7,0.8732,20.6
0.8,859.0,573.0,98.0,1126.0,65.0,1039.0,696.0,9.7,72.0,0.8649,1.9
3.4799999999999995,1288.0,1253.0,438.8,537.0,123.8,1763.0,1410.0,19.9,55.4,1.2702,18.5
2.3,1135.0,1065.0,138.0,803.0,111.0,1630.0,1317.0,20.8,34.5,0.8365,12.4
1.8,1110.0,1012.0,91.0,720.0,96.0,1725.0,905.0,38.8,24.7,1.6772,10.9
8.6,1510.0,1501.0,881.0,456.0,185.0,1901.0,1855.0,15.2,57.5,0.9829,27.9
0.8,940.0,709.0,47.0,956.0,52.0,1641.0,588.0,25.2,67.1,2.1164,4.0
5.0,1755.0,1352.0,839.0,417.0,241.0,1587.0,2375.0,10.2,60.0,0.7461,22.0
3.3,1303.0,1153.0,558.0,575.0,116.0,1520.0,1582.0,13.3,68.8,1.0505,15.1
1.3,1014.0,853.0,75.0,883.0,91.0,1538.0,975.0,16.3,57.0,1.0484,6.9
2.0200000000000005,1021.0,1001.0,299.4,731.0,110.6,1415.0,971.0,14.7,57.8,0.9626,10.6
1.4,1039.0,774.0,227.0,786.0,133.0,949.0,1173.0,7.7,41.7,0.4387,5.2
1.4,837.0,812.0,31.0,1065.0,9.0,1171.0,624.0,19.8,31.2,0.7127,6.0
1.4,1017.0,908.0,194.0,932.0,119.0,1354.0,880.0,27.1,31.0,1.0991,8.2
0.4,802.0,559.0,21.2,1232.0,29.2,1414.0,478.0,25.0,56.0,1.7428,1.7
3.3,1234.0,1053.0,364.0,639.0,133.0,1476.0,1114.0,21.5,43.1,1.0919,12.1
2.5,1023.0,1147.0,185.0,829.0,115.0,1842.0,983.0,34.4,20.4,1.0857,14.9
2.84,1398.0,1156.0,169.2,812.0,119.8,1722.0,1076.0,25.1,27.1,0.8496,15.2
2.0,1202.0,864.0,282.0,620.0,159.0,1255.0,1115.0,13.3,60.5,0.9168,7.2
0.56,785.0,504.0,66.0,1306.0,57.0,760.0,387.0,5.9,41.8,0.3928,1.0
3.0,1003.0,772.0,234.0,821.0,142.0,1008.0,788.0,6.8,58.0,0.5758,5.2
1.7,1078.0,1012.0,115.0,777.0,129.0,1523.0,868.0,41.4,13.8,1.0786,10.9
2.2,1113.0,980.0,278.0,984.0,109.0,1311.0,995.0,15.3,54.3,0.9357,10.1
3.2,1392.0,1166.0,549.0,519.0,153.0,1488.0,1624.0,13.4,59.9,0.9143,15.6
1.1,888.0,680.0,211.0,985.0,70.0,1138.0,826.0,13.1,67.4,1.0101,3.5
1.1,904.0,649.0,130.0,983.0,72.2,1157.0,726.0,12.7,72.2,1.0525,3.0
2.1,1136.0,1015.0,416.0,702.0,125.0,1287.0,1063.0,9.4,67.7,0.8018,11.0
2.2,1098.0,1015.0,250.0,754.0,129.0,1508.0,996.0,32.2,24.7,1.1696,11.0
1.4,1150.0,871.0,155.0,697.0,58.0,1502.0,1030.0,21.1,64.5,1.594,7.3
0.7,925.0,602.0,45.0,1398.0,59.0,1263.0,562.0,8.0,69.4,0.7459,2.2
0.1,854.0,613.0,39.0,1272.0,41.0,1515.0,565.0,16.8,81.3,1.5452,2.4
1.9600000000000002,1174.0,926.0,245.0,674.0,157.0,1220.0,1020.0,5.4,78.2,0.7074,8.7
1.1,1110.0,814.0,75.0,948.0,73.0,1571.0,854.0,20.5,49.3,1.173,6.0
0.4,795.0,569.0,18.0,1178.0,27.0,1426.0,497.0,25.2,55.0,1.7405,1.8
1.5,1016.0,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781,7.9
2.84,1242.0,1158.0,352.4,602.0,87.2,1682.0,1252.0,22.8,53.0,1.4482,15.3
2.9,1125.0,1179.0,171.0,719.0,153.0,1921.0,1065.0,28.7,35.8,1.3834,16.0
3.0,1227.0,1233.0,519.0,739.0,150.0,1594.0,1384.0,26.6,30.3,1.0378,17.8
1.3,1069.0,889.0,242.0,738.0,91.0,1469.0,976.0,19.3,71.6,1.5844,7.7
1.3,1049.0,817.0,168.0,806.0,63.0,1517.0,882.0,20.8,68.6,1.6719,6.1
1.6,1150.0,869.0,237.0,694.0,127.0,1252.0,1203.0,12.0,67.5,0.9413,7.3
0.4,923.0,516.0,75.0,1049.0,59.0,1002.0,667.0,10.1,64.5,0.7968,1.2
1.0,946.0,767.0,57.0,870.0,65.0,1443.0,728.0,28.2,36.6,1.3722,5.1
4.2,1176.0,1162.0,468.0,600.0,224.0,1137.0,1363.0,6.1,33.3,0.3152,15.4
1.0,991.0,632.0,123.0,981.0,88.0,1114.0,637.0,14.9,57.9,0.9726,2.7
3.7600000000000002,1456.0,1389.0,601.2,443.0,120.4,1808.0,1504.0,9.1,77.1,0.8947,23.4
3.6,1380.0,1345.0,480.0,493.0,92.0,1856.0,1419.0,20.0,69.0,1.5956,21.8
3.9,1495.0,1331.0,246.0,615.0,136.0,2069.0,1635.0,21.4,44.4,1.1176,21.2
0.4,843.0,443.0,35.0,1490.0,34.0,730.0,262.0,5.2,57.2,0.5094,0.5
0.42000000000000004,803.0,531.0,27.0,1462.0,33.2,1318.0,489.0,13.8,63.2,0.9952,1.3
1.7,1141.0,904.0,226.0,646.0,126.0,1249.0,889.0,20.1,32.9,0.7672,8.1
1.4,1027.0,751.0,221.0,798.0,135.0,936.0,1171.0,6.8,44.9,0.4472,4.8
0.32,721.0,470.0,42.0,2331.0,35.0,815.0,367.0,13.2,35.6,0.5375,0.7
3.8,1437.0,1202.0,660.0,507.0,197.0,1510.0,1459.0,5.6,80.4,0.7382,16.7
1.8400000000000003,1141.0,902.0,99.0,905.0,83.6,1672.0,965.0,12.5,79.6,1.1538,8.1
0.6,812.0,626.0,24.0,1134.0,40.0,1471.0,625.0,20.3,58.9,1.3878,2.6
0.62,874.0,668.0,37.0,1043.0,54.0,1513.0,737.0,25.3,47.2,1.5025,3.3
5.4,1640.0,1480.0,955.0,432.0,201.0,1865.0,2041.0,13.8,67.0,1.0513,27.1
2.2,1259.0,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989,12.9
7.9,1816.0,1897.0,814.0,330.0,158.0,2641.0,2164.0,21.7,61.9,1.592,46.3
1.3,925.0,670.0,93.0,940.0,65.0,1173.0,663.0,15.5,63.8,1.1119,3.3
4.6,1607.0,1290.0,264.0,587.0,134.0,1960.0,1758.0,16.2,53.2,0.9723,19.8
0.4,842.0,535.0,59.0,1140.0,44.0,805.0,352.0,11.0,40.5,0.5316,1.4
1.32,1115.0,782.0,79.6,980.0,76.0,1500.0,752.0,15.2,62.4,1.0726,5.4
0.7,969.0,607.0,56.0,1373.0,61.0,1324.0,438.0,12.3,66.3,0.9487,2.3
0.7,980.0,800.0,46.0,983.0,54.0,1462.0,810.0,16.4,52.1,0.9612,5.7
1.22,885.0,812.0,82.2,1100.0,76.0,1495.0,675.0,22.8,37.6,1.0315,6.0
1.2,915.0,828.0,90.0,928.0,87.0,1474.0,630.0,31.7,25.6,1.179,6.4
4.7,1495.0,1345.0,866.0,467.0,147.0,1649.0,1853.0,10.0,82.5,1.015,21.8
0.9,944.0,677.0,44.6,1140.0,56.2,1436.0,501.0,17.1,55.5,1.0724,3.4
0.5,908.0,569.0,24.0,1303.0,35.0,1360.0,526.0,14.1,61.6,0.9883,1.8
2.7,1248.0,1046.0,357.0,588.0,144.0,1404.0,1316.0,13.4,65.3,0.9967,11.9
4.6,1493.0,1399.0,618.0,466.0,150.0,1893.0,1708.0,19.0,61.6,1.3407,23.8
1.16,1010.0,902.0,59.0,966.0,44.0,1676.0,724.0,28.9,35.7,1.3985,8.1
2.5,1393.0,1067.0,210.0,905.0,142.0,1654.0,1490.0,24.3,28.3,0.8471,12.5
0.4,847.0,576.0,33.0,1139.0,29.0,1321.0,507.0,17.9,77.7,1.5795,1.9
4.0,1211.0,1177.0,667.0,620.0,179.0,1221.0,1585.0,6.6,42.5,0.416,15.9
5.4,1533.0,1439.0,700.0,416.0,225.0,1799.0,1829.0,17.9,37.6,0.7624,25.4
5.6,1544.0,1446.0,987.0,1070.0,171.0,1834.0,1679.0,12.7,77.1,1.1251,25.7
0.7,852.0,713.0,92.0,1029.0,53.0,1203.0,749.0,15.2,58.3,0.9986,4.0
2.1799999999999997,1163.0,930.0,140.8,849.0,98.6,1691.0,985.0,12.8,80.8,1.1863,8.8
2.4,1131.0,1097.0,137.0,735.0,93.0,1797.0,1027.0,20.7,42.4,1.0248,13.4
1.6,944.0,908.0,261.0,865.0,83.0,1321.0,931.0,14.6,56.4,0.9319,8.2
2.1199999999999997,1141.0,1049.0,257.4,675.0,92.8,1530.0,1117.0,21.0,46.8,1.1508,12.0
3.8,1165.0,1070.0,522.0,650.0,166.0,1467.0,1180.0,15.8,61.1,1.0856,12.6
5.1,1299.0,1384.0,819.0,523.0,240.0,1325.0,1855.0,7.2,25.6,0.2611,23.3
6.4,1676.0,1568.0,866.0,444.0,170.0,1983.0,2096.0,15.6,64.9,1.1396,30.7
4.2,1050.0,1260.0,539.0,662.0,164.0,1256.0,1269.0,13.7,22.9,0.3581,18.7
2.3,1070.0,928.0,410.0,701.0,185.0,1112.0,1088.0,7.0,48.1,0.4847,8.7
3.5,1430.0,1169.0,658.0,481.0,163.0,1543.0,1514.0,10.8,64.4,0.8328,15.7
1.0,925.0,831.0,71.0,880.0,74.0,1513.0,789.0,21.6,47.5,1.2118,6.4
1.8,1044.0,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,9.2
2.8,1073.0,1124.0,209.0,752.0,154.0,1688.0,1175.0,29.5,23.8,0.9623,14.2
0.7,942.0,696.0,45.0,916.0,51.0,1542.0,465.0,26.2,61.6,2.0575,3.7
1.0,1053.0,648.0,125.0,808.0,94.0,1109.0,709.0,12.3,65.8,0.9374,2.9
1.0,1008.0,669.0,115.0,791.0,78.0,1241.0,894.0,16.6,63.0,1.1784,3.3
1.5,975.0,859.0,177.0,777.0,81.0,1043.0,1019.0,4.2,69.0,0.5737,7.0
0.6200000000000001,913.0,735.0,178.8,905.0,115.2,1024.0,706.0,11.8,44.3,0.6141,4.5
0.52,862.0,644.0,82.0,1030.0,44.2,1173.0,720.0,17.5,56.1,1.1103,2.9
2.52,1145.0,1134.0,121.0,647.0,135.0,1828.0,1108.0,30.9,34.2,1.5064,14.5
2.2,1192.0,976.0,335.0,618.0,194.0,1290.0,1110.0,7.3,70.0,0.7195,10.0
0.4,1100.0,1057.0,391.0,687.0,167.0,1126.0,1241.0,12.2,28.7,0.4077,12.2
0.5,892.0,719.0,173.4,918.0,112.2,1019.0,635.0,12.0,44.0,0.6169,4.1
4.8,1243.0,1524.0,290.0,647.0,142.0,2281.0,1470.0,30.3,26.2,1.1161,28.9
1.46,944.0,891.0,94.0,1016.0,92.6,1593.0,844.0,22.1,43.9,1.1521,7.8
3.2,1542.0,1200.0,583.0,469.0,215.0,1520.0,1577.0,15.1,49.8,0.8458,16.7
4.8,1596.0,1341.0,830.0,436.0,162.0,1672.0,1991.0,9.1,67.5,0.7831,21.6
1.3,952.0,833.0,143.0,846.0,57.0,1381.0,881.0,18.8,60.9,1.3032,6.5
2.7,1281.0,1116.0,149.0,809.0,121.0,1703.0,1080.0,26.1,27.3,0.9101,14.0
1.4,1035.0,917.0,135.0,882.0,64.0,1606.0,968.0,11.3,70.4,0.9443,8.4
0.9,961.0,654.0,130.8,925.0,79.2,1084.0,755.0,9.5,70.1,0.8343,3.0
4.9,1352.0,1385.0,280.0,563.0,197.0,2205.0,1661.0,34.0,32.9,1.7251,23.3
0.2,815.0,723.0,41.0,1378.0,46.0,1256.0,471.0,32.0,15.0,0.7028,4.2
0.6,833.0,526.0,110.0,1169.0,94.0,771.0,722.0,0.8,52.8,0.3468,1.3
2.1,1056.0,1078.0,137.0,765.0,108.0,1668.0,1272.0,28.8,25.1,0.9793,12.8
2.7,1035.0,1110.0,148.0,907.0,125.0,1652.0,1044.0,18.5,39.4,0.832,13.8
1.6,1120.0,817.0,232.0,669.0,120.0,1310.0,1050.0,15.2,65.8,1.1288,6.1
2.6,1104.0,1023.0,477.0,677.0,158.0,1314.0,1189.0,9.7,73.1,0.8787,11.2
0.45999999999999996,757.0,459.0,49.0,1447.0,44.0,735.0,337.0,5.7,41.5,0.3836,0.6
3.3,1234.0,1161.0,664.0,629.0,200.0,1386.0,1318.0,6.3,61.7,0.5926,15.4
2.5,1029.0,1097.0,155.0,825.0,125.0,1827.0,980.0,27.0,36.7,1.2898,13.4
2.3,997.0,975.0,377.0,739.0,164.0,926.0,947.0,16.5,14.9,0.2775,9.9
1.02,781.0,645.0,137.8,1088.0,80.2,986.0,719.0,5.6,67.9,0.6247,2.9
2.2,1242.0,944.0,149.0,846.0,114.0,1638.0,991.0,11.3,78.1,1.0411,9.1
0.6,889.0,694.0,114.0,913.0,45.0,1198.0,743.0,14.9,72.3,1.2186,3.7
5.2,1560.0,1413.0,251.0,594.0,149.0,2046.0,1642.0,19.6,35.5,0.8017,24.4
1.7799999999999998,1140.0,963.0,122.0,669.0,102.0,1815.0,918.0,21.5,78.8,1.9939,9.6
3.4,1166.0,1265.0,481.0,640.0,174.0,1570.0,1502.0,26.1,24.8,0.8283,18.9
5.0,1766.0,1419.0,903.0,404.0,251.0,1659.0,2317.0,11.0,55.1,0.7221,24.6
2.5,1116.0,1123.0,157.0,768.0,118.0,1826.0,1235.0,26.3,34.3,1.1605,14.2
0.7,877.0,541.0,93.0,1148.0,79.0,829.0,399.0,7.3,48.7,0.5007,1.5
1.2,827.0,768.0,233.0,972.0,103.0,1040.0,671.0,13.0,40.1,0.5989,5.1
3.3,1280.0,1165.0,583.0,533.0,192.0,1435.0,1605.0,7.6,59.8,0.6245,15.5
1.5,1124.0,842.0,98.0,1050.0,71.0,1418.0,936.0,7.2,63.9,0.65,6.7
0.38,729.0,520.0,24.8,1570.0,34.6,1318.0,445.0,19.2,51.1,1.124,1.2
0.52,777.0,570.0,70.6,1191.0,48.6,1167.0,616.0,14.5,65.0,1.0672,1.8
2.5,948.0,1017.0,389.0,1065.0,147.0,1077.0,929.0,17.3,20.4,0.4011,11.1
1.8,1170.0,756.0,299.0,713.0,126.0,1341.0,793.0,14.4,80.8,1.3182,4.9
4.3,1505.0,1358.0,258.0,556.0,113.0,2248.0,1406.0,16.1,79.2,1.4398,22.3
3.6,1328.0,1029.0,622.0,637.0,172.0,1188.0,1611.0,8.1,54.1,0.5882,11.4
1.4,1079.0,869.0,374.0,732.0,110.0,1160.0,1039.0,5.7,79.3,0.7326,7.3
0.5,895.0,689.0,91.0,1134.0,55.0,1250.0,709.0,22.4,43.5,1.1624,3.6
1.48,1038.0,961.0,120.6,1026.0,116.8,1530.0,949.0,19.4,38.1,0.8511,9.6
1.5,933.0,714.0,227.0,899.0,133.0,927.0,706.0,6.7,49.5,0.4892,4.1
5.6,1662.0,1576.0,351.0,523.0,123.0,2417.0,1861.0,15.4,53.3,0.9289,31.1
0.9,1047.0,671.0,115.0,863.0,75.0,1147.0,887.0,12.0,69.2,0.9697,3.3
0.4,743.0,502.0,21.2,1635.0,29.4,1292.0,355.0,12.7,71.6,1.0486,1.0
5.3,1429.0,1401.0,812.0,475.0,144.0,1698.0,1689.0,10.0,76.1,0.9329,23.9
3.4,1373.0,1213.0,200.0,791.0,128.0,1711.0,1354.0,22.4,20.0,0.5352,17.1
0.5,903.0,631.0,36.2,1070.0,45.6,1458.0,550.0,27.8,43.7,1.6039,2.7
2.2,961.0,874.0,248.0,747.0,160.0,1003.0,757.0,15.6,26.2,0.4604,7.4
2.5,1251.0,1165.0,144.0,747.0,135.0,1774.0,975.0,30.4,24.7,1.0526,15.5
4.0,1403.0,1142.0,585.0,492.0,176.0,1518.0,1419.0,16.0,54.9,0.9934,14.8
3.4,1458.0,1321.0,201.0,654.0,122.0,2023.0,1516.0,22.4,37.9,1.016,20.9
1.6,1063.0,894.0,104.0,823.0,100.0,1688.0,1025.0,27.2,41.1,1.4611,7.9
1.3,1009.0,825.0,79.2,950.0,72.2,1629.0,938.0,15.7,73.1,1.2902,6.3
1.1,911.0,719.0,179.6,947.0,78.2,1170.0,839.0,11.6,73.4,0.999,4.2
4.9,1493.0,1437.0,581.0,470.0,116.0,2015.0,1551.0,21.2,67.4,1.6755,25.3
0.7,904.0,593.0,125.0,1012.0,93.0,894.0,472.0,13.5,37.8,0.5815,2.1
1.0,863.0,560.0,101.0,1107.0,82.0,787.0,430.0,3.2,46.9,0.3658,1.7
5.0,1551.0,1377.0,1000.0,564.0,168.0,1734.0,2038.0,15.3,63.2,1.0898,23.0
2.6,1167.0,904.0,169.0,846.0,100.0,1627.0,1051.0,12.7,80.6,1.1819,8.1
1.9,1010.0,1006.0,102.0,779.0,100.0,1589.0,1000.0,24.5,35.7,1.0807,10.8
2.0,1109.0,951.0,210.0,664.0,77.0,1570.0,1076.0,20.8,71.7,1.7415,9.3
0.5,823.0,590.0,51.6,1125.0,40.4,1241.0,624.0,15.8,77.6,1.3792,2.1
2.9,1311.0,1178.0,366.0,574.0,111.0,1769.0,1208.0,20.2,66.9,1.5643,15.9
3.3,1375.0,1177.0,196.0,706.0,127.0,1898.0,1386.0,16.9,52.3,1.0013,15.9
4.859999999999999,1526.0,1552.0,610.0,441.0,139.6,2074.0,1802.0,16.6,68.4,1.2829,30.1
1.0,953.0,735.0,54.0,999.0,74.0,1396.0,898.0,18.1,44.7,0.9186,4.4
2.4,1202.0,1052.0,296.0,519.0,134.0,1525.0,1126.0,18.1,58.3,1.2013,12.1
1.6,985.0,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584,4.5
3.9,1446.0,1328.0,665.0,439.0,168.0,1620.0,1833.0,7.5,64.5,0.6702,21.2
3.4,1297.0,1233.0,181.6,544.0,109.2,2129.0,1248.0,27.1,54.4,1.9206,17.8
2.2,1210.0,933.0,348.0,648.0,156.0,1327.0,1094.0,15.7,54.4,0.9616,8.8
1.6,1027.0,899.0,132.0,822.0,116.0,1563.0,810.0,31.1,29.6,1.318,8.0
0.7,854.0,600.0,44.0,1102.0,38.8,1252.0,542.0,25.4,38.6,1.2352,2.2
1.48,912.0,951.0,124.0,846.0,114.0,1479.0,861.0,27.7,24.2,0.882,9.3
4.5,1565.0,1405.0,920.0,488.0,139.0,1830.0,1696.0,9.5,77.9,0.9278,24.0
4.0,1253.0,1238.0,433.0,571.0,138.0,1613.0,1351.0,15.9,60.8,1.088,17.9
0.4,815.0,488.0,63.0,1223.0,49.0,742.0,326.0,11.2,38.3,0.5099,0.9
2.7,1265.0,1229.0,156.0,636.0,172.0,2040.0,1282.0,38.0,25.0,1.6312,17.6
1.0,1020.0,866.0,92.0,847.0,83.0,1636.0,744.0,26.9,40.3,1.4041,7.2
4.2,1432.0,1264.0,660.0,487.0,179.0,1476.0,1888.0,11.8,44.4,0.6118,18.8
3.0,1093.0,1163.0,189.0,717.0,160.0,1705.0,1139.0,29.7,25.0,1.0246,15.5
2.54,1163.0,1179.0,315.6,608.0,93.0,1641.0,1180.0,22.2,43.2,1.1427,16.0
0.6,916.0,541.0,69.2,1143.0,52.4,1064.0,536.0,11.7,74.1,1.0167,1.5
1.2,1034.0,845.0,67.0,841.0,88.0,1566.0,702.0,39.8,25.4,1.8213,6.7
0.5,842.0,454.0,33.0,1433.0,32.0,788.0,292.0,5.8,59.4,0.5502,0.6
